RSA	RSA_Name	RSR
D0219	AL, Colbert County [Urban core]	0.487256992
D0220	AL, Florence-Muscle Shoals-Russellville [Small town/rural]	0.536971228
D0221	AL, Decatur [Urban core]	0.495189826
D0222	AL, Huntsville [Suburban]	0.521458707
D0223	AL, Lauderdale County [Urban core]	0.51093024
D0224	AL, Huntsville [Urban core]	0.526694028
D0225	AL, Scottsboro [Suburban]	0.542491289
D0226	AL, Gadsden [Urban core]	0.525006085
D0227	AL, Fort Payne [Urban core]	0.477195913
D0228	AL-TN, Huntsville-Decatur-Albertville [Small town/rural]	0.566074309
D0229	AL, Elmore County [Urban core]	0.54063936
D0230	AL, Troy [Suburban]	0.574378533
D0232	AL, Houston County [Urban core]	0.502277974
D0233	AL, Dothan [Large rural]	0.499687687
D0234	AL, Montgomery County [Urban core]	0.523698434
D0235	AL, Auburn-Opelika [Urban core]	0.49223139
D0236	AL, Anniston-Oxford [Urban core]	0.519098835
D0237	AL, Alexander City [Urban core]	0.512307184
D0238	GA-AL, Atlanta--Athens-Clarke County--Sandy Springs [Large rural]	0.51188437
D0239	AL, Enterprise [Suburban]	0.500605231
D0240	AL, Escambia County [Large rural]	0.517922606
D0241	AL, Daphne-Fairhope-Foley [Large rural]	0.526053917
D0242	AL, Mobile [Large rural]	0.524315062
D0243	AL, Daphne-Fairhope-Foley [Urban core]	0.573370293
D0244	AL, Mobile County [Urban core]	0.563963708
D0245	AL, Washington County [Urban core]	0.532165932
D0246	AL, Mobile-Daphne-Fairhope [Suburban]	0.52490807
D0247	AL, Hale County [Large rural]	0.542315546
D0248	AL, Choctaw County [Small town/rural]	0.532229173
D0249	AL, Russell County [Urban core]	0.557592816
D0250	TN, Robertson County [Urban core]	0.559411821
D0251	TN, Cannon County [Large rural]	0.566187889
D0252	TN, Davidson County [Urban core] [Central] 1	0.536006106
D0253	TN, Williamson County [Urban core]	0.568272868
D0254	TN, Davidson County [Urban core] [Central] 2	0.57156957
D0255	TN, Rutherford County [Urban core]	0.583510934
D0256	TN, Maury County [Suburban]	0.596856133
D0257	TN-KY, Clarksville [Urban core]	0.576971498
D0258	TN, Dickson County [Suburban]	0.554925326
D0259	TN, Wilson County [Suburban]	0.551734962
D0260	TN, Hickman County [Large rural]	0.559889303
D0261	TN, Lincoln County [Large rural]	0.547443328
D0262	TN, Tullahoma-Manchester [Suburban]	0.568935554
D0263	TN, Winchester [Suburban]	0.544128235
D0264	TN, Hamilton County [Urban core]	0.548671673
D0265	TN, Athens [Large rural]	0.569563152
D0266	TN, Cleveland [Urban core]	0.535876096
D0267	TN, Polk County [Small town/rural]	0.574803249
D0268	TN, Athens [Suburban]	0.535743524
D0269	TN, Johnson City [Urban core]	0.625999509
D0270	TN-VA, Johnson City-Kingsport-Bristol [Suburban]	0.612809619
D0271	TN, Sullivan County [Urban core]	0.590863303
D0272	TN, Johnson City [Large rural]	0.568103886
D0273	TN, Blount County [Urban core]	0.554967436
D0274	TN, Knox County [Urban core] [Central] 1	0.545699846
D0275	TN, Morristown [Urban core]	0.577012481
D0276	TN, Knox County [Urban core] [Central] 2	0.518985584
D0277	TN, Knoxville-Morristown-Sevierville [Suburban]	0.543430893
D0278	TN, Campbell County [Urban core]	0.562495822
D0279	TN, Crossville [Suburban]	0.539731907
D0280	TN, Morgan County [Urban core]	0.55226758
D0281	TN, Knoxville-Morristown-Sevierville [Large rural]	0.542423649
D0282	TN, Jackson [Urban core]	0.557895145
D0283	TN, Shelby County [Urban core] [Central] 1	0.543821524
D0284	TN, Tipton County [Urban core]	0.517675229
D0285	TN, Dyersburg [Suburban]	0.541285607
D0287	TN, Chester County [Large rural]	0.577045759
D0288	TN, Shelby County [Urban core] [Central] 2	0.539872469
D0289	TN, Union City-Martin [Large rural]	0.572086844
D0290	TN, Paris [Suburban]	0.538349156
D0291	TN, Martin [Suburban]	0.535936349
D0292	KY, Mayfield [Suburban]	0.567490383
D0293	TN, Carroll County [Small town/rural]	0.550681011
D0294	TN, Decatur County-Henderson County [Small town/rural]	0.569483549
D0295	TN, Nashville-Davidson--Murfreesboro [Small town/rural]	0.520597874
D0296	TN, Lawrenceburg [Suburban]	0.559706727
D0297	TN, Giles County [Large rural]	0.549008845
D0298	TN, Cookeville [Suburban]	0.560026299
D0299	TN, Cookeville [Small town/rural]	0.557750599
D0300	TN, Overton County [Large rural]	0.558975545
D0301	TN, White County [Large rural]	0.532678164
D0303	MS, Lafayette County [Urban core]	0.551053261
D0304	MS, Benton County [Large rural]	0.559211856
D0305	MS, DeSoto County [Urban core]	0.557427031
D0306	MS, Greenwood [Suburban]	0.551209244
D0307	MS, Greenwood [Large rural]	0.568428179
D0308	MS, Clarksdale [Small town/rural]	0.519134075
D0309	MS, Corinth [Suburban]	0.574634728
D0310	MS, Washington County [Suburban]	0.569923978
D0311	MS, Sharkey County [Suburban]	0.518048785
D0312	MS, Cleveland [Suburban]	0.512995143
D0313	MS, Tupelo [Suburban]	0.501462157
D0314	MS, Itawamba County [Large rural]	0.518889693
D0315	MS, Oxford [Large rural]	0.537740817
D0316	MS, Grenada [Large rural]	0.595111849
D0317	MS, Hinds County [Urban core]	0.580578738
D0318	MS, Simpson County [Urban core]	0.540562654
D0319	MS, Holmes County [Urban core]	0.54863168
D0320	MS, Jackson-Vicksburg-Brookhaven [Large rural]	0.540370809
D0321	MS, Brookhaven [Suburban]	0.563300818
D0322	MS, Vicksburg [Suburban]	0.552082829
D0323	MS, Starkville [Suburban]	0.536687829
D0324	MS, Covington County [Urban core]	0.5259411
D0325	MS, McComb [Urban core]	0.526471607
D0326	MS, Jones County [Suburban]	0.509925272
D0327	MS, Lauderdale County [Suburban]	0.552948517
D0328	MS, Meridian [Large rural]	0.520367537
D0329	MS, Clarke County [Suburban]	0.54111604
D0330	MS, Jasper County [Suburban]	0.532354293
D0331	MS, Noxubee County [Suburban]	0.488560907
D0332	MS, Hattiesburg [Urban core]	0.557877286
D0333	MS, Hattiesburg-Laurel [Large rural]	0.531036516
D0334	MS, Harrison County [Urban core]	0.568887941
D0335	MS, Jackson County [Urban core]	0.580078221
D0337	MS, Wilkinson County [Small town/rural]	0.589477818
D0338	MS, McComb [Suburban]	0.590149382
D0339	MS, Lowndes County [Suburban]	0.55490759
D0340	MS, Starkville-Columbus [Small town/rural]	0.554843364
D0341	MS, Starkville [Large rural]	0.559138521
D0342	GA, Henry County [Urban core]	0.521029837
D0343	FL-GA, Tallahassee-Bainbridge [Suburban]	0.534006387
D0344	GA, Thomasville [Large rural]	0.558751939
D0345	GA, Bainbridge [Large rural]	0.569193975
D0346	KY, Jefferson County [Urban core] [Central] 1	0.503071514
D0347	KY-IN, Louisville/Jefferson County [Suburban]	0.503456137
D0348	KY, Edmonson County [Large rural]	0.526932474
D0350	KY, Elizabethtown [Urban core]	0.520003084
D0351	KY, Jefferson County [Urban core] [Central] 2	0.531595312
D0352	KY, Meade County [Urban core]	0.546813636
D0353	KY, Danville [Suburban]	0.550994476
D0354	KY, Lexington-Fayette--Richmond--Frankfort [Urban core]	0.556043375
D0355	KY, Lexington-Fayette--Richmond--Frankfort [Large rural]	0.524587596
D0356	KY, Mount Sterling [Suburban]	0.541126886
D0357	KY, Gallatin County [Urban core]	0.545994081
D0358	KY, Richmond-Berea [Suburban]	0.577079404
D0359	KY, Whitley County [Suburban]	0.587324382
D0360	KY, Laurel County [Suburban]	0.56142111
D0361	KY, Knox County [Large rural]	0.589498374
D0362	KY, Harlan County [Large rural]	0.618742742
D0363	KY, Middlesborough [Small town/rural]	0.573924562
D0364	KY, Letcher County [Small town/rural]	0.579635372
D0365	KY, Corbin [Small town/rural]	0.579515437
D0366	KY, Clay County [Large rural]	0.560365143
D0367	KY, Kenton County [Urban core]	0.537849553
D0368	OH-KY-IN, Cincinnati [Suburban]	0.569547235
D0369	KY, Fleming County [Large rural]	0.51615529
D0370	KY, Greenup County [Urban core]	0.542034381
D0371	KY, Carter County [Urban core]	0.567879274
D0372	KY, Lawrence County [Urban core]	0.577118422
D0373	KY, Floyd County [Small town/rural]	0.596728816
D0374	KY, Lexington-Fayette--Richmond--Frankfort [Small town/rural]	0.551822506
D0375	KY, Breathitt County [Large rural]	0.551367124
D0376	KY, Pike County [Large rural]	0.571273987
D0377	KY, Pike County [Small town/rural]	0.562497153
D0378	KY, Floyd County [Large rural]	0.591427479
D0379	KY, Perry County [Large rural]	0.579783192
D0380	KY, McCracken County [Suburban]	0.590513292
D0381	KY, Murray [Suburban]	0.567375368
D0382	KY, Ballard County [Suburban]	0.560999999
D0383	KY-IL, Paducah-Mayfield [Large rural]	0.521016623
D0384	KY, Bowling Green-Glasgow-Franklin [Urban core]	0.572362754
D0385	KY, Bowling Green-Glasgow-Franklin [Suburban]	0.568169339
D0386	SC, Greenville-Anderson-Greer [Suburban]	0.557359231
D0387	TN-KY, Clarksville [Suburban]	0.560315849
D0388	KY, Owensboro [Urban core]	0.546059613
D0389	KY, Butler County [Large rural]	0.518285478
D0390	KY, Owensboro [Large rural]	0.529611401
D0391	KY, Madisonville [Suburban]	0.551871173
D0392	KY, Henderson [Urban core]	0.560967371
D0393	KY, Henderson [Large rural]	0.580550314
D0394	KY, Somerset [Suburban]	0.581334337
E0001	OH, Chillicothe [Suburban]	0.527411641
E0002	OH, Franklin County [Urban core] [Central] 1	0.52484993
E0003	OH, Springfield [Urban core]	0.542943064
E0004	IL, Cook County [Urban core] [Central] 1	0.540677435
E0005	OH, Franklin County [Urban core] [Central] 2	0.527565331
E0006	OH, Union County [Urban core]	0.544412477
E0007	OH, Columbus [Suburban]	0.502866786
E0008	OH, Marion [Suburban]	0.502733625
E0009	OH, Lima-Van Wert-Celina [Urban core]	0.523314101
E0010	OH, Findlay-Tiffin [Suburban]	0.522397488
E0011	OH, Mansfield-Ashland-Bucyrus [Large rural]	0.517622191
E0012	OH, Lucas County [Urban core] [Central]	0.539035664
E0013	OH, Erie County [Suburban] [Central] 1	0.575084214
E0014	OH, Cleveland-Akron-Canton [Urban core] [Central]	0.52570033
E0015	OH, Williams County [Large rural]	0.51181658
E0016	OH, Defiance [Suburban]	0.525528592
E0017	OH, Henry County [Large rural]	0.534309827
E0018	OH, Zanesville [Suburban]	0.516743698
E0019	OH, Cambridge [Suburban]	0.552916381
E0020	OH, Monroe County [Urban core]	0.563098307
E0021	OH, Belmont County [Urban core]	0.525899194
E0022	WV-OH, Parkersburg-Marietta-Vienna [Suburban]	0.551612158
E0023	OH, New Philadelphia-Dover [Suburban]	0.559508262
E0024	OH, Jefferson County [Urban core]	0.56242013
E0025	OH, Youngstown-Warren-Salem [Suburban]	0.564623231
E0026	OH, Lorain County [Urban core]	0.546843333
E0027	OH, Cleveland [Suburban]	0.551279977
E0028	OH, Cuyahoga County [Urban core]	0.535137542
E0029	OH, Geauga County [Urban core]	0.522278796
E0030	OH, Youngstown-Warren-Salem [Urban core]	0.545923551
E0031	OH, Portage County [Urban core]	0.519304775
E0032	OH, Summit County [Urban core]	0.560623701
E0033	OH, Wooster [Suburban]	0.565358738
E0034	OH, Medina County [Urban core]	0.566659743
E0035	OH, Canton-Massillon [Suburban]	0.583443096
E0036	OH, Canton-Massillon [Urban core]	0.575265102
E0038	OH, Mansfield-Ashland-Bucyrus [Urban core]	0.535470614
E0039	OH, Erie County [Suburban] [Central] 2	0.545248982
E0040	OH, Hamilton County [Urban core]	0.517460721
E0041	OH, Montgomery County [Urban core] [Central] 1	0.541968389
E0042	OH, Montgomery County [Urban core] [Central] 2	0.534341232
E0043	OH, Brown County [Urban core]	0.516320486
E0044	OH, Wilmington [Suburban]	0.592419024
E0045	OH, Portsmouth [Small town/rural]	0.534861041
E0046	OH, Dayton-Springfield-Kettering [Suburban]	0.591474623
E0047	IN, Richmond-Connersville [Suburban]	0.557685147
E0048	OH, Gallipolis [Suburban]	0.594300822
E0049	OH, Portsmouth [Suburban]	0.543005839
E0050	OH, Athens [Suburban]	0.536369869
E0051	OH, Celina [Suburban]	0.586638328
E0052	OH, Lima [Large rural]	0.519561954
E0053	OH, Van Wert [Suburban]	0.503845214
E0054	OH, Wapakoneta [Large rural]	0.55175877
E0055	IN, Madison County [Urban core]	0.552020836
E0056	IN, Marion County [Urban core]	0.55275852
E0057	IN, Clinton County [Suburban]	0.566847172
E0058	IN, Indianapolis-Carmel-Muncie [Large rural]	0.558793746
E0059	IN, Greencastle [Urban core]	0.53218411
E0060	IN, Shelby County [Suburban]	0.568966891
E0061	IN, Lake County [Urban core] [Central] 1	0.574337682
E0062	IN, Lake County [Urban core] [Central] 2	0.584153433
E0063	IN, Michigan City-La Porte [Urban core]	0.512143559
E0064	IN, Plymouth [Suburban]	0.579716008
E0065	IN-MI, South Bend-Mishawaka [Urban core]	0.543248837
E0066	IN, Warsaw [Suburban]	0.580394845
E0067	IN, Elkhart-Goshen [Urban core]	0.55348908
E0068	IN, Kendallville [Suburban]	0.564917858
E0069	IN, Angola [Suburban]	0.563557074
E0071	IN, Fort Wayne-Huntington-Auburn [Large rural]	0.555932955
E0072	IN, Fort Wayne-Huntington-Auburn [Urban core]	0.538616745
E0073	IN, Kokomo [Urban core]	0.563091476
E0074	IN, Tippecanoe County [Urban core]	0.56294097
E0075	IN, Wabash [Suburban]	0.564347394
E0076	IN, Dearborn County [Urban core]	0.561180671
E0077	IN, Franklin County [Urban core]	0.512061354
E0078	IN, Madison [Suburban]	0.578732231
E0079	IN, Clark County [Urban core]	0.552734811
E0080	IN, Columbus [Urban core]	0.547955677
E0081	IN, Bloomington-Bedford [Suburban]	0.502187037
E0082	IN, Muncie [Urban core]	0.569205055
E0083	IN, New Castle [Suburban]	0.525329237
E0084	IN, Monroe County [Urban core]	0.492660653
E0085	IN, Washington [Urban core]	0.563640067
E0086	IN, Terre Haute [Urban core]	0.571988737
E0087	IN, Vincennes [Suburban]	0.578626106
E0088	IN, Jasper [Suburban]	0.566177908
E0089	IN, Evansville [Urban core]	0.56458399
E0090	IN, Evansville [Large rural]	0.584007267
E0091	IN, Jasper [Large rural]	0.592863539
E0092	IN, Warren County [Urban core]	0.575502334
E0093	IN, Lake County-Porter County-Jasper County [Large rural]	0.556015097
E0094	MI, Wayne County [Urban core] [Central]	0.5472316
E0095	MI, St. Clair County [Urban core]	0.548288407
E0096	MI, Oakland County [Urban core] [Central] 1	0.533234625
E0097	MI, Detroit-Dearborn-Livonia [Urban core] [Central]	0.583781816
E0098	MI, Ann Arbor [Urban core]	0.507007668
E0099	MI, Oakland County [Urban core] [Central] 2	0.500193666
E0100	MI, Monroe [Urban core]	0.543983808
E0101	MI, Adrian [Suburban]	0.554041481
E0102	MI, Oakland County [Urban core] [Central] 3	0.556062005
E0103	MI, Warren-Troy-Farmington Hills [Small town/rural]	0.552409367
E0104	MI, Flint [Urban core]	0.533906793
E0105	MI, Huron County [Small town/rural]	0.502399089
E0106	MI, Saginaw [Urban core]	0.557127525
E0107	MI, Saginaw-Midland-Bay City [Small town/rural]	0.519631803
E0108	MI, Bay City [Urban core]	0.559127954
E0109	MI, Midland [Urban core]	0.565253731
E0110	MI, Traverse City [Large rural]	0.529784065
E0111	MI, Alpena [Suburban]	0.528277238
E0112	MI, Grand Rapids-Wyoming [Small town/rural]	0.562360855
E0113	MI, Ingham County [Urban core]	0.49838353
E0114	MI, Kent County [Urban core]	0.525695179
E0115	MI, Eaton County [Urban core]	0.549662047
E0116	MI, Grand Rapids-Wyoming [Large rural]	0.524503051
E0117	MI, Kalamazoo-Portage [Urban core]	0.551804563
E0118	MI, Battle Creek [Urban core]	0.526353462
E0119	MI, Niles [Urban core]	0.540610674
E0120	MI, Coldwater [Suburban]	0.552173222
E0121	MI, Sturgis [Suburban]	0.533419962
E0122	MI, Jackson [Urban core]	0.513780579
E0123	MI, Hillsdale [Suburban]	0.526511165
E0124	MI, Grand Rapids-Wyoming [Suburban]	0.545292407
E0125	MI, Newaygo County [Urban core]	0.535894428
E0126	MI, Ludington [Suburban]	0.549691721
E0127	MI, Ottawa County [Urban core]	0.473383118
E0128	MI, Muskegon-Norton Shores [Urban core]	0.539771872
E0129	MI, Cadillac [Suburban]	0.510189551
E0130	MI, Traverse City [Suburban]	0.517082092
E0131	MI, Ludington [Large rural]	0.550491919
E0132	MI, Alpena [Small town/rural]	0.523520212
E0133	MI, Petoskey [Large rural]	0.554623351
E0134	MI, Sault Ste. Marie [Suburban]	0.56657104
E0135	MI, Sault Ste. Marie [Large rural]	0.56108421
E0136	MI-WI, Iron Mountain [Suburban]	0.579023506
E0137	MI, Escanaba [Suburban]	0.590818232
E0138	MI, Marquette [Suburban]	0.540746214
E0139	MI, Alger County [Large rural]	0.550122039
E0140	MI, Schoolcraft County [Large rural]	0.552462964
E0141	WI-MI, Marinette [Suburban]	0.524364067
E0142	MI, Houghton [Suburban]	0.643325804
E0143	MI, Baraga County [Small town/rural]	0.566486531
E0144	MI, Gogebic County [Large rural]	0.588730968
E0145	MI, Ontonagon County [Small town/rural]	0.557605988
E0146	WI, Sheboygan [Urban core]	0.555070224
E0147	WI, Washington County [Urban core]	0.501002847
E0148	WI, Milwaukee County [Urban core] [Central] 1	0.565010034
E0149	WI, Green Bay-Shawano [Suburban]	0.534472129
E0150	WI, Waukesha County [Urban core]	0.573435859
E0151	WI, Milwaukee County [Urban core] [Central] 2	0.530407923
E0152	WI, Milwaukee-Racine-Waukesha [Large rural]	0.582020842
E0153	WI, Watertown-Fort Atkinson [Suburban]	0.524631639
E0154	WI, Fond du Lac [Urban core]	0.604148576
E0155	WI, Kenosha [Urban core]	0.525227311
E0156	WI, Racine-Mount Pleasant [Urban core]	0.535157683
E0157	WI, Rock County [Urban core] [Central] 1	0.526309767
E0158	WI, Sauk County [Large rural] [Central] 1	0.584780328
E0159	IL, Freeport [Suburban]	0.544400821
E0160	WI, Madison [Urban core]	0.515001057
E0161	WI, Platteville [Small town/rural]	0.558620791
E0162	WI, Sauk County [Large rural] [Central] 2	0.534902971
E0163	MN, Jackson County [Large rural]	0.583633913
E0164	WI, Columbia County [Small town/rural]	0.5880666
E0165	WI-MN, La Crosse-Onalaska-Sparta [Large rural]	0.518043022
E0166	WI, Eau Claire-Menomonie [Suburban]	0.527259001
E0167	WI, St. Croix County [Small town/rural]	0.570254475
E0168	WI, Green Bay-Shawano [Urban core]	0.543330254
E0169	WI, Appleton [Urban core]	0.560396498
E0170	WI, Green Bay-Shawano [Small town/rural]	0.53172447
E0171	WI, Green Bay-Shawano [Large rural]	0.574206023
E0172	WI, Wausau-Stevens Point-Wisconsin Rapids [Urban core]	0.557296375
E0173	WI, Stevens Point-Plover [Suburban]	0.563786731
E0174	WI, Wausau [Suburban]	0.550591074
E0175	WI, Price County [Small town/rural]	0.545187784
E0176	WI, Oneida County [Small town/rural]	0.535610095
E0177	WI-MN, La Crosse-Onalaska-Sparta [Urban core]	0.580655036
E0178	MN, Rochester-Austin-Winona [Small town/rural]	0.541352954
E0179	WI, Trempealeau County [Small town/rural]	0.549970226
E0180	MN, Rochester-Austin-Winona [Suburban]	0.523739523
E0181	WI, Eau Claire County [Urban core]	0.499236195
E0182	WI, Chippewa County [Urban core]	0.524474516
E0183	WI, Eau Claire [Large rural]	0.5471335
E0184	WI, Rice Lake [Large rural]	0.591792608
E0185	WI, Trempealeau County [Urban core]	0.500648924
E0187	WI, Bayfield County [Large rural]	0.550936563
E0188	WI, Douglas County [Small town/rural]	0.563428404
E0189	WI, Appleton-Oshkosh-Neenah [Large rural]	0.54336537
E0190	MN, Ramsey County [Urban core]	0.494254219
E0191	MN, Isanti County [Urban core]	0.538666279
E0192	MN, Hennepin County [Urban core] [Central] 1	0.503066526
E0193	MN, Chisago County [Urban core]	0.512758696
E0194	MN, Hennepin County [Urban core] [Central] 2	0.491750434
E0195	MN, Hutchinson [Suburban]	0.551480815
E0196	MN, St. Cloud [Urban core]	0.494335274
E0197	MN, Mankato-New Ulm [Small town/rural]	0.543548956
E0198	MN, Hennepin County [Urban core] [Central] 3	0.487070138
E0199	MN, Carver County [Urban core]	0.555176418
E0200	MN, Scott County [Urban core]	0.540712859
E0201	MN, Hennepin County [Urban core] [Central] 4	0.534086751
E0202	MN-WI, Duluth [Large rural]	0.556445208
E0203	MN, St. Louis County [Suburban] [Central] 1	0.526700803
E0204	MN, St. Louis County [Suburban] [Central] 2	0.585742102
E0205	MN, Grand Rapids [Large rural]	0.552808762
E0206	MN, St. Louis County [Urban core]	0.518561198
E0207	MN, Rochester-Austin-Winona [Urban core]	0.518282071
E0208	MN, Mankato-New Ulm [Urban core]	0.54444394
E0209	MN, Mankato-New Ulm [Large rural]	0.63151687
E0210	MN-WI, Minneapolis-St. Paul-Bloomington [Suburban]	0.575290188
E0212	SD-MN, Sioux Falls [Large rural]	0.55418713
E0213	MN, Worthington [Small town/rural]	0.559360048
E0215	MN, Willmar [Suburban]	0.510957291
E0217	MN, Clay County [Urban core]	0.507415949
E0218	MN, Marshall [Small town/rural]	0.531532115
E0219	ND-MN, Fargo-Wahpeton [Suburban]	0.530183492
E0220	MN, Big Stone County [Small town/rural]	0.533986859
E0221	MN, Yellow Medicine County [Large rural]	0.564339537
E0222	MN, Mille Lacs County [Small town/rural]	0.532872416
E0223	MN, St. Cloud [Large rural]	0.528447782
E0224	MN, Alexandria, MN-Fergus Falls [Large rural]	0.560823783
E0225	MN, Brainerd [Suburban]	0.552347237
E0226	MN, Fergus Falls [Large rural] [Central]	0.562923211
E0227	MN, Brainerd [Large rural]	0.568228551
E0228	MN, Bemidji [Suburban]	0.531405867
E0229	MN, Polk County [Small town/rural]	0.572398527
E0230	MN, Otter Tail County [Large rural]	0.496253
E0231	IL, Lake County [Urban core]	0.520523446
E0232	IL, Cook County [Urban core] [Central] 2	0.571711457
E0233	IL, McHenry County [Urban core]	0.543374356
E0234	IL, Cook County [Urban core] [Central] 3	0.486649905
E0235	IL, Kane County [Urban core]	0.559387241
E0236	IL, DuPage County [Urban core] [Central] 1	0.591031418
E0237	IL, DeKalb County [Urban core]	0.546135338
E0238	IL, Cook County [Urban core] [Central] 4	0.540127821
E0239	IL, Cook County [Urban core] [Central] 5	0.576474897
E0240	IL, Will County [Urban core]	0.590641319
E0241	IL, Cook County [Urban core] [Central] 6	0.547376523
E0242	IL, DuPage County [Urban core] [Central] 2	0.57178325
E0243	IL, Bloomington-Pontiac [Urban core]	0.608692347
E0244	IL, Kankakee [Urban core]	0.594877611
E0245	IL, Ottawa [Urban core]	0.602693017
E0246	IL, Danville [Large rural]	0.588927509
E0247	IL, Champaign-Urbana [Urban core]	0.614083668
E0248	IL, Rockford-Freeport-Rochelle [Small town/rural]	0.592893577
E0249	IL, Rochelle [Suburban]	0.602624366
E0250	IL, Rockford-Freeport-Rochelle [Urban core]	0.556535906
E0251	IL, Dixon-Sterling [Suburban]	0.545285361
E0252	IL, Rock Island County [Urban core] [Central] 1	0.580070192
E0253	IA-IL, Davenport-Moline [Large rural]	0.558450831
E0254	IL, Rock Island County [Urban core] [Central] 2	0.562388262
E0255	IL-IN-WI, Chicago-Naperville [Suburban] [Central]	0.619408678
E0256	IL, Ottawa [Large rural]	0.589688717
E0257	IL, Peoria County [Urban core]	0.593503516
E0258	IL, Galesburg [Suburban]	0.509699363
E0259	IL, Macomb [Suburban]	0.593173752
E0260	IL, Canton [Suburban]	0.577099812
E0261	IL, Henderson County [Suburban]	0.554921314
E0262	IL, Lee County [Suburban]	0.591624467
E0263	IL, Tazewell County [Urban core] [Central] 1	0.603775585
E0264	IL, Lincoln [Suburban]	0.590042774
E0265	IL, Decatur [Urban core]	0.643490031
E0266	IL, Tazewell County [Urban core] [Central] 2	0.520783653
E0267	IL, Champaign-Urbana [Large rural]	0.619076645
E0268	IL, Danville [Urban core]	0.556380037
E0269	IL, Charleston-Mattoon [Suburban]	0.59804444
E0270	IL, Shelby County [Large rural]	0.576460822
E0271	IL, Madison County [Urban core] [Central] 1	0.577513138
E0272	IL, Madison County [Urban core] [Central] 2	0.577715955
E0273	IL, Calhoun County [Urban core]	0.600737673
E0274	IL, Macoupin County [Urban core]	0.548530969
E0275	MO-IL, St. Louis-St. Charles-Farmington [Small town/rural]	0.601672563
E0276	IL, Montgomery County [Large rural]	0.574036254
E0277	IL, Bond County [Large rural]	0.546424091
E0278	IL, St. Clair County [Urban core]	0.590035679
E0279	IL, Mount Vernon [Large rural]	0.581814153
E0280	IL, Monroe County [Large rural]	0.546146569
E0281	IL, St. Clair County [Large rural]	0.593893739
E0282	IL, Carbondale [Urban core]	0.610452872
E0283	IL-MO, Quincy [Suburban]	0.583688212
E0284	IL, Jacksonville [Large rural]	0.631609924
E0285	IL, Jacksonville [Suburban]	0.593805864
E0286	IL, Effingham [Suburban]	0.575756009
E0287	IL, Crawford County [Large rural]	0.595127237
E0288	IL, Effingham [Large rural]	0.559579704
E0289	IL, Springfield-Jacksonville-Lincoln [Urban core]	0.592657642
E0290	IL, Mount Vernon [Suburban]	0.567800412
E0291	IL, Marion-Herrin [Urban core]	0.567357206
E0292	IL, Hamilton County [Large rural]	0.597273059
E0293	IL, White County [Large rural]	0.559705724
E0294	IL, Centralia [Large rural]	0.574207896
E0295	IL, Hardin County [Large rural]	0.543935061
E0296	OH, Dayton-Springfield-Kettering [Large rural]	0.548773134
E0297	OH, Licking County [Urban core]	0.547034564
E0298	OH, Marietta [Large rural]	0.557436583
E0299	OH, Marietta [Urban core]	0.535768735
E0300	IN, Perry County [Large rural]	0.555919046
E0301	IN, Owen County [Urban core]	0.532352941
E0302	IN, Lake County-Porter County-Jasper County [Suburban]	0.539851875
E0303	IN-MI, South Bend-Elkhart-Mishawaka [Large rural]	0.575170361
E0304	MI, Holland [Urban core]	0.564359246
E0305	MI, Mount Pleasant-Alma [Suburban]	0.534407874
E0306	IL, Peoria [Suburban]	0.58096292
E0307	IL, Elgin [Suburban]	0.617703047
E0308	WI, Rock County [Urban core] [Central] 2	0.55040215
E0309	WI, Iowa County [Small town/rural]	0.552511403
E0310	WI-MI, Marinette-Iron Mountain [Small town/rural]	0.566636938
E0311	OH, Lima-Van Wert-Celina [Small town/rural]	0.547540586
E0312	OH, Butler County [Urban core]	0.523717717
E0313	WI, Oshkosh-Neenah [Urban core]	0.576529216
E0314	WI, Beaver Dam [Urban core]	0.552609484
E0315	WI, Whitewater-Elkhorn [Suburban]	0.546633298
E0316	ND-MN, Grand Forks [Large rural]	0.586475183
E0317	MN, Carlton County-Douglas County-St. Louis County [Small town/rural]	0.547749994
E0318	MN, Douglas County [Urban core]	0.58012012
E0319	MN, St. Croix County [Urban core]	0.558483494
E0320	WI, Platteville [Large rural]	0.537192461
E0321	MN, Fergus Falls [Suburban]	0.519217018
E0322	WI, Clark County [Small town/rural]	0.550494677
E0323	MN, Dakota County [Urban core]	0.554135157
E0324	MN, Owatonna [Suburban]	0.567772887
E0325	MN, Mankato-New Ulm [Suburban]	0.565748318
E0326	MN, Sherburne County [Urban core]	0.538398247
E0327	ND-MN, Fergus Falls, MN-Wahpeton [Small town/rural]	0.543003061
E0328	MN, Detroit Lakes [Small town/rural]	0.577543592
E0329	IL, DuPage County [Urban core] [Central] 3	0.545854388
E0330	IL, Clinton County [Large rural]	0.611620146
F0001	LA, Jefferson Parish [Urban core] [Central] 1	0.520739317
F0002	LA, St. Charles Parish [Urban core]	0.579661639
F0003	LA, Orleans Parish [Urban core]	0.556508255
F0004	LA, Jefferson Parish [Urban core] [Central] 2	0.564698417
F0005	LA, East Baton Rouge Parish [Urban core] [Central] 1	0.581531168
F0006	LA, Lafourche Parish [Urban core] [Central] 1	0.592315794
F0007	LA, Lafourche Parish [Urban core] [Central] 2	0.603863501
F0008	LA, Baton Rouge-Hammond, LA-Lafayette-New Iberia-Opelousas [Suburban]	0.570208216
F0009	LA, Terrebonne Parish [Urban core]	0.581898006
