RSA,RSA_Name,Community_Discharge,CMS_region,CMS_office
D0096,"SC, Myrtle Beach-Conway [Urban core]",0.507951648,IV,Atlanta
D0097,"SC, Charlotte-Concord, NC-SC-Columbia-Sumter-Orangeburg [Urban core]",0.548303525,IV,Atlanta
D0099,"SC, Greenville County [Urban core]",0.536773589,IV,Atlanta
D0100,"SC, Anderson County [Urban core]",0.520314932,IV,Atlanta
D0101,"SC, Seneca [Suburban]",0.508767299,IV,Atlanta
D0102,"SC, Edgefield County [Large rural]",0.550194569,IV,Atlanta
D0103,"SC, Hilton Head Island-Bluffton-Port Royal [Suburban]",0.609666815,IV,Atlanta
D0104,"SC, Beaufort County [Urban core]",0.519987084,IV,Atlanta
D0105,"GA, DeKalb County [Urban core]",0.547693461,IV,Atlanta
D0106,"GA, Fulton County [Urban core]",0.533545171,IV,Atlanta
D0107,"GA, Cobb County [Urban core]",0.54213866,IV,Atlanta
D0108,"GA, Gwinnett County [Urban core]",0.533130599,IV,Atlanta
D0109,"GA, Newton County [Urban core]",0.539232339,IV,Atlanta
D0110,"GA, Hall County [Urban core]",0.565722182,IV,Atlanta
D0111,"GA, Marietta [Suburban]",0.545525098,IV,Atlanta
D0112,"GA, Floyd County [Urban core]",0.558746878,IV,Atlanta
D0113,"GA, Cherokee County [Urban core]",0.566683821,IV,Atlanta
D0114,"GA, Atlanta-Sandy Springs-Roswell [Suburban]",0.526732137,IV,Atlanta
D0115,"GA, Thomaston [Urban core]",0.555457268,IV,Atlanta
D0116,"GA, Coweta County [Urban core]",0.548373523,IV,Atlanta
D0117,"GA, Spalding County [Urban core]",0.535463339,IV,Atlanta
D0118,"GA-AL, LaGrange [Suburban]",0.533145348,IV,Atlanta
D0119,"GA, Clayton County [Urban core]",0.558824401,IV,Atlanta
D0120,"GA, Vidalia [Suburban]",0.557336392,IV,Atlanta
D0121,"GA, Dublin [Suburban]",0.566710346,IV,Atlanta
D0122,"GA, Richmond County [Urban core]",0.608986074,IV,Atlanta
D0123,"GA, Statesboro [Suburban]",0.580421421,IV,Atlanta
D0124,"GA, Cornelia [Suburban]",0.565893787,IV,Atlanta
D0125,"GA, Toccoa [Suburban]",0.558937673,IV,Atlanta
D0126,"GA, Walton County [Urban core]",0.551715483,IV,Atlanta
D0127,"GA, Milledgeville [Suburban]",0.547442362,IV,Atlanta
D0128,"GA, Athens-Clarke County [Urban core]",0.554587215,IV,Atlanta
D0129,"GA, Lincoln County [Large rural]",0.521707218,IV,Atlanta
D0130,"GA, Dalton [Urban core]",0.520856767,IV,Atlanta
D0131,"GA, Walker County [Urban core]",0.554667356,IV,Atlanta
D0132,"GA, Warner Robins [Urban core]",0.576270186,IV,Atlanta
D0133,"GA-AL, Columbus-Auburn-Opelika [Suburban]",0.584912506,IV,Atlanta
D0134,"GA, Cordele [Suburban]",0.524276829,IV,Atlanta
D0135,"GA, Macon-Bibb County [Urban core]",0.600377097,IV,Atlanta
D0136,"GA, Muscogee County [Urban core]",0.537249601,IV,Atlanta
D0137,"GA, Milledgeville [Large rural]",0.485112235,IV,Atlanta
D0139,"GA, Chatham County [Urban core] [Central] One",0.555883314,IV,Atlanta
D0140,"GA, Chatham County [Urban core] [Central] Two",0.523558948,IV,Atlanta
D0141,"GA, Waycross [Suburban]",0.535460637,IV,Atlanta
D0142,"GA, Jesup [Suburban]",0.614233269,IV,Atlanta
D0143,"GA, Douglas [Suburban]",0.553180045,IV,Atlanta
D0144,"GA, Glynn County [Urban core]",0.553000571,IV,Atlanta
D0145,"FL, Duval County [Urban core] [Central] One",0.553899091,IV,Atlanta
D0146,"GA, Brantley County [Urban core]",0.554320291,IV,Atlanta
D0147,"GA, Valdosta [Urban core]",0.55600121,IV,Atlanta
D0148,"GA, Tifton [Suburban]",0.554827535,IV,Atlanta
D0149,"GA, Thomasville [Suburban]",0.584701747,IV,Atlanta
D0150,"GA, Albany [Urban core]",0.580833759,IV,Atlanta
D0151,"GA, Bainbridge, GA-Thomasville [Large rural]",0.539748214,IV,Atlanta
D0152,"GA, Moultrie [Suburban]",0.557534155,IV,Atlanta
D0154,"FL, Duval County [Urban core] [Central] Two",0.549157231,IV,Atlanta
D0155,"FL, Gainesville-Lake City [Suburban]",0.567911765,IV,Atlanta
D0156,"FL, St. Johns County [Urban core]",0.543842819,IV,Atlanta
D0157,"FL, Gainesville [Urban core]",0.556018242,IV,Atlanta
D0158,"FL, Tallahassee [Large rural]",0.52617291,IV,Atlanta
D0159,"FL, Lake County [Urban core] [Outlying] One",0.59415959,IV,Atlanta
D0160,"FL, Volusia County [Urban core] [Central] One",0.54374162,IV,Atlanta
D0161,"FL-GA, Jacksonville-Kingsland-Palatka [Suburban]",0.551050952,IV,Atlanta
D0162,"FL, Ocala [Urban core]",0.543535848,IV,Atlanta
D0163,"FL, Volusia County [Urban core] [Central] Two",0.494500607,IV,Atlanta
D0164,"FL, Leon County [Urban core]",0.547778423,IV,Atlanta
D0165,"FL, Franklin County [Large rural]",0.572713437,IV,Atlanta
D0166,"FL, Calhoun County [Urban core]",0.548243555,IV,Atlanta
D0167,"FL, Wakulla County [Urban core]",0.529153235,IV,Atlanta
D0168,"FL, Panama City-Panama City Beach [Urban core]",0.58255505,IV,Atlanta
D0169,"FL, Panama City-Panama City Beach [Large rural]",0.531718379,IV,Atlanta
D0170,"FL, Crestview-Fort Walton Beach-Destin [Urban core]",0.572887166,IV,Atlanta
D0171,"FL, Pensacola-Ferry Pass-Brent [Urban core]",0.543906093,IV,Atlanta
D0172,"FL, Orange County [Urban core] [Central] One",0.573887452,IV,Atlanta
D0173,"FL, Brevard County [Urban core] [Central] One",0.524939005,IV,Atlanta
D0174,"FL, Orange County [Urban core] [Central] Two",0.589636804,IV,Atlanta
D0175,"FL, Brevard County [Urban core] [Central] Two",0.615047511,IV,Atlanta
D0176,"FL, Brevard County [Urban core] [Central] Three",0.557302129,IV,Atlanta
D0177,"FL, Sebastian-Vero Beach-West Vero Corridor [Urban core]",0.551583085,IV,Atlanta
D0178,"FL, Miami-Port St. Lucie-Fort Lauderdale [Suburban]",0.543777868,IV,Atlanta
D0179,"FL, Broward County [Urban core] [Central] One",0.571676055,IV,Atlanta
D0180,"FL, Miami-Dade County [Urban core] [Central] One",0.563927815,IV,Atlanta
D0181,"FL, Miami-Dade County [Urban core] [Central] Two",0.554484255,IV,Atlanta
D0182,"FL, Broward County [Urban core] [Central] Two",0.558667242,IV,Atlanta
D0183,"FL, Palm Beach County [Urban core]",0.481105253,IV,Atlanta
D0184,"FL, Cape Coral-Fort Myers [Urban core]",0.536036168,IV,Atlanta
D0185,"FL, Port St. Lucie [Urban core]",0.546929278,IV,Atlanta
D0186,"FL, Hillsborough County [Urban core] [Central] One",0.534940862,IV,Atlanta
D0187,"FL, Pasco County [Urban core] [Central] One",0.54220198,IV,Atlanta
D0188,"FL, Hillsborough County [Urban core] [Central] Two",0.560763434,IV,Atlanta
D0189,"FL, Hillsborough County [Urban core] [Central] Three",0.569518612,IV,Atlanta
D0190,"FL, Pinellas County [Urban core] [Central] One",0.56951963,IV,Atlanta
D0191,"FL, Pinellas County [Urban core] [Central] Two",0.558852501,IV,Atlanta
D0192,"FL, Polk County [Urban core] [Central] One",0.585989763,IV,Atlanta
D0193,"FL, Polk County [Urban core] [Central] Two",0.574848146,IV,Atlanta
D0194,"FL, Sebring [Urban core]",0.547833908,IV,Atlanta
D0195,"FL, Sarasota County [Urban core]",0.497348964,IV,Atlanta
D0196,"FL, Punta Gorda [Urban core]",0.539979678,IV,Atlanta
D0197,"FL, Naples-Marco Island [Urban core]",0.544408877,IV,Atlanta
D0198,"FL, Manatee County [Urban core]",0.521398182,IV,Atlanta
D0199,"FL, Homosassa Springs [Urban core]",0.52637318,IV,Atlanta
D0200,"FL, Hernando County [Urban core]",0.564620901,IV,Atlanta
D0201,"FL, Pasco County [Urban core] [Central] Two",0.547728328,IV,Atlanta
D0202,"FL, Lake County [Urban core] [Outlying] Two",0.578041881,IV,Atlanta
D0203,"AL, Jefferson County [Urban core] [Central] One",0.567030833,IV,Atlanta
D0204,"AL, Jefferson County [Urban core] [Central] Two",0.571391886,IV,Atlanta
D0205,"AL, Shelby County [Urban core]",0.538211959,IV,Atlanta
D0206,"GA-AL, Columbus-Auburn-Opelika [Large rural]",0.543586397,IV,Atlanta
D0207,"AL, Talladega-Sylacauga [Suburban]",0.528487391,IV,Atlanta
D0208,"AL, Albertville [Suburban]",0.513697616,IV,Atlanta
D0209,"AL, Cullman [Suburban]",0.541525406,IV,Atlanta
D0210,"AL, St. Clair County [Urban core]",0.554140599,IV,Atlanta
D0211,"AL, Bibb County [Urban core]",0.527721459,IV,Atlanta
D0212,"AL, Walker County [Urban core]",0.549474099,IV,Atlanta
D0213,"AL, Tuscaloosa County [Urban core]",0.546533659,IV,Atlanta
D0214,"AL, Montgomery-Selma [Small town/rural]",0.556910671,IV,Atlanta
D0215,"AL, Pickens County [Urban core]",0.531821032,IV,Atlanta
D0216,"AL, Clarke County-Lauderdale County [Suburban]",0.55798939,IV,Atlanta
D0217,"AL-TN, Birmingham-Cullman-Talladega, AL-Huntsville-Decatur-Albertville [Small town/rural]",0.545853602,IV,Atlanta
D0218,"AL, Birmingham-Cullman-Talladega [Large rural]",0.505419869,IV,Atlanta
D0219,"AL, Colbert County [Urban core]",0.487256992,IV,Atlanta
D0220,"AL, Florence-Muscle Shoals-Russellville [Small town/rural]",0.536971228,IV,Atlanta
D0221,"AL, Decatur [Urban core]",0.495189826,IV,Atlanta
D0222,"AL, Huntsville [Suburban]",0.521458707,IV,Atlanta
D0223,"AL, Lauderdale County [Urban core]",0.51093024,IV,Atlanta
D0224,"AL, Huntsville [Urban core]",0.526694028,IV,Atlanta
D0225,"AL, Scottsboro [Suburban]",0.542491289,IV,Atlanta
D0226,"AL, Gadsden [Urban core]",0.525006085,IV,Atlanta
D0227,"AL, Fort Payne [Urban core]",0.477195913,IV,Atlanta
D0228,"AL-TN, Huntsville-Decatur-Albertville [Small town/rural]",0.566074309,IV,Atlanta
D0229,"AL, Elmore County [Urban core]",0.54063936,IV,Atlanta
D0230,"AL, Troy [Suburban]",0.574378533,IV,Atlanta
D0232,"AL, Houston County [Urban core]",0.502277974,IV,Atlanta
D0233,"AL, Dothan [Large rural]",0.499687687,IV,Atlanta
D0234,"AL, Montgomery County [Urban core]",0.523698434,IV,Atlanta
D0235,"AL, Auburn-Opelika [Urban core]",0.49223139,IV,Atlanta
D0236,"AL, Anniston-Oxford [Urban core]",0.519098835,IV,Atlanta
D0237,"AL, Alexander City [Urban core]",0.512307184,IV,Atlanta
D0238,"GA-AL, Atlanta--Athens-Clarke County--Sandy Springs [Large rural]",0.51188437,IV,Atlanta
D0239,"AL, Enterprise [Suburban]",0.500605231,IV,Atlanta
D0240,"AL, Escambia County [Large rural]",0.517922606,IV,Atlanta
D0241,"AL, Daphne-Fairhope-Foley [Large rural]",0.526053917,IV,Atlanta
D0242,"AL, Mobile [Large rural]",0.524315062,IV,Atlanta
D0243,"AL, Daphne-Fairhope-Foley [Urban core]",0.573370293,IV,Atlanta
D0244,"AL, Mobile County [Urban core]",0.563963708,IV,Atlanta
D0245,"AL, Washington County [Urban core]",0.532165932,IV,Atlanta
D0246,"AL, Mobile-Daphne-Fairhope [Suburban]",0.52490807,IV,Atlanta
D0247,"AL, Hale County [Large rural]",0.542315546,IV,Atlanta
D0248,"AL, Choctaw County [Small town/rural]",0.532229173,IV,Atlanta
D0249,"AL, Russell County [Urban core]",0.557592816,IV,Atlanta
D0250,"TN, Robertson County [Urban core]",0.559411821,IV,Atlanta
D0251,"TN, Cannon County [Large rural]",0.566187889,IV,Atlanta
D0252,"TN, Davidson County [Urban core] [Central] One",0.536006106,IV,Atlanta
D0253,"TN, Williamson County [Urban core]",0.568272868,IV,Atlanta
D0254,"TN, Davidson County [Urban core] [Central] Two",0.57156957,IV,Atlanta
D0255,"TN, Rutherford County [Urban core]",0.583510934,IV,Atlanta
D0256,"TN, Maury County [Suburban]",0.596856133,IV,Atlanta
D0257,"TN-KY, Clarksville [Urban core]",0.576971498,IV,Atlanta
D0258,"TN, Dickson County [Suburban]",0.554925326,IV,Atlanta
D0259,"TN, Wilson County [Suburban]",0.551734962,IV,Atlanta
D0260,"TN, Hickman County [Large rural]",0.559889303,IV,Atlanta
D0261,"TN, Lincoln County [Large rural]",0.547443328,IV,Atlanta
D0262,"TN, Tullahoma-Manchester [Suburban]",0.568935554,IV,Atlanta
D0263,"TN, Winchester [Suburban]",0.544128235,IV,Atlanta
D0264,"TN, Hamilton County [Urban core]",0.548671673,IV,Atlanta
D0265,"TN, Athens [Large rural]",0.569563152,IV,Atlanta
D0266,"TN, Cleveland [Urban core]",0.535876096,IV,Atlanta
D0267,"TN, Polk County [Small town/rural]",0.574803249,IV,Atlanta
D0268,"TN, Athens [Suburban]",0.535743524,IV,Atlanta
D0269,"TN, Johnson City [Urban core]",0.625999509,IV,Atlanta
D0270,"TN-VA, Johnson City-Kingsport-Bristol [Suburban]",0.612809619,IV,Atlanta
D0271,"TN, Sullivan County [Urban core]",0.590863303,IV,Atlanta
D0272,"TN, Johnson City [Large rural]",0.568103886,IV,Atlanta
D0273,"TN, Blount County [Urban core]",0.554967436,IV,Atlanta
D0274,"TN, Knox County [Urban core] [Central] One",0.545699846,IV,Atlanta
D0275,"TN, Morristown [Urban core]",0.577012481,IV,Atlanta
D0276,"TN, Knox County [Urban core] [Central] Two",0.518985584,IV,Atlanta
D0277,"TN, Knoxville-Morristown-Sevierville [Suburban]",0.543430893,IV,Atlanta
D0278,"TN, Campbell County [Urban core]",0.562495822,IV,Atlanta
D0279,"TN, Crossville [Suburban]",0.539731907,IV,Atlanta
D0280,"TN, Morgan County [Urban core]",0.55226758,IV,Atlanta
D0281,"TN, Knoxville-Morristown-Sevierville [Large rural]",0.542423649,IV,Atlanta
D0282,"TN, Jackson [Urban core]",0.557895145,IV,Atlanta
D0283,"TN, Shelby County [Urban core] [Central] One",0.543821524,IV,Atlanta
D0284,"TN, Tipton County [Urban core]",0.517675229,IV,Atlanta
D0285,"TN, Dyersburg [Suburban]",0.541285607,IV,Atlanta
D0287,"TN, Chester County [Large rural]",0.577045759,IV,Atlanta
D0288,"TN, Shelby County [Urban core] [Central] Two",0.539872469,IV,Atlanta
D0289,"TN, Union City-Martin [Large rural]",0.572086844,IV,Atlanta
D0290,"TN, Paris [Suburban]",0.538349156,IV,Atlanta
D0291,"TN, Martin [Suburban]",0.535936349,IV,Atlanta
D0292,"KY, Mayfield [Suburban]",0.567490383,IV,Atlanta
D0293,"TN, Carroll County [Small town/rural]",0.550681011,IV,Atlanta
D0294,"TN, Decatur County-Henderson County [Small town/rural]",0.569483549,IV,Atlanta
D0295,"TN, Nashville-Davidson--Murfreesboro [Small town/rural]",0.520597874,IV,Atlanta
D0296,"TN, Lawrenceburg [Suburban]",0.559706727,IV,Atlanta
D0297,"TN, Giles County [Large rural]",0.549008845,IV,Atlanta
D0298,"TN, Cookeville [Suburban]",0.560026299,IV,Atlanta
D0299,"TN, Cookeville [Small town/rural]",0.557750599,IV,Atlanta
D0300,"TN, Overton County [Large rural]",0.558975545,IV,Atlanta
D0301,"TN, White County [Large rural]",0.532678164,IV,Atlanta
D0303,"MS, Lafayette County [Urban core]",0.551053261,IV,Atlanta
D0304,"MS, Benton County [Large rural]",0.559211856,IV,Atlanta
D0305,"MS, DeSoto County [Urban core]",0.557427031,IV,Atlanta
D0306,"MS, Greenwood [Suburban]",0.551209244,IV,Atlanta
D0307,"MS, Greenwood [Large rural]",0.568428179,IV,Atlanta
D0308,"MS, Clarksdale [Small town/rural]",0.519134075,IV,Atlanta
D0309,"MS, Corinth [Suburban]",0.574634728,IV,Atlanta
D0310,"MS, Washington County [Suburban]",0.569923978,IV,Atlanta
D0311,"MS, Sharkey County [Suburban]",0.518048785,IV,Atlanta
D0312,"MS, Cleveland [Suburban]",0.512995143,IV,Atlanta
D0313,"MS, Tupelo [Suburban]",0.501462157,IV,Atlanta
D0314,"MS, Itawamba County [Large rural]",0.518889693,IV,Atlanta
D0315,"MS, Oxford [Large rural]",0.537740817,IV,Atlanta
D0316,"MS, Grenada [Large rural]",0.595111849,IV,Atlanta
D0317,"MS, Hinds County [Urban core]",0.580578738,IV,Atlanta
D0318,"MS, Simpson County [Urban core]",0.540562654,IV,Atlanta
D0319,"MS, Holmes County [Urban core]",0.54863168,IV,Atlanta
D0320,"MS, Jackson-Vicksburg-Brookhaven [Large rural]",0.540370809,IV,Atlanta
D0321,"MS, Brookhaven [Suburban]",0.563300818,IV,Atlanta
D0322,"MS, Vicksburg [Suburban]",0.552082829,IV,Atlanta
D0323,"MS, Starkville [Suburban]",0.536687829,IV,Atlanta
D0324,"MS, Covington County [Urban core]",0.5259411,IV,Atlanta
D0325,"MS, McComb [Urban core]",0.526471607,IV,Atlanta
D0326,"MS, Jones County [Suburban]",0.509925272,IV,Atlanta
D0327,"MS, Lauderdale County [Suburban]",0.552948517,IV,Atlanta
D0328,"MS, Meridian [Large rural]",0.520367537,IV,Atlanta
D0329,"MS, Clarke County [Suburban]",0.54111604,IV,Atlanta
D0330,"MS, Jasper County [Suburban]",0.532354293,IV,Atlanta
D0331,"MS, Noxubee County [Suburban]",0.488560907,IV,Atlanta
D0332,"MS, Hattiesburg [Urban core]",0.557877286,IV,Atlanta
D0333,"MS, Hattiesburg-Laurel [Large rural]",0.531036516,IV,Atlanta
D0334,"MS, Harrison County [Urban core]",0.568887941,IV,Atlanta
D0335,"MS, Jackson County [Urban core]",0.580078221,IV,Atlanta
D0337,"MS, Wilkinson County [Small town/rural]",0.589477818,IV,Atlanta
D0338,"MS, McComb [Suburban]",0.590149382,IV,Atlanta
D0339,"MS, Lowndes County [Suburban]",0.55490759,IV,Atlanta
D0340,"MS, Starkville-Columbus [Small town/rural]",0.554843364,IV,Atlanta
D0341,"MS, Starkville [Large rural]",0.559138521,IV,Atlanta
D0342,"GA, Henry County [Urban core]",0.521029837,IV,Atlanta
D0343,"FL-GA, Tallahassee-Bainbridge [Suburban]",0.534006387,IV,Atlanta
D0344,"GA, Thomasville [Large rural]",0.558751939,IV,Atlanta
D0345,"GA, Bainbridge [Large rural]",0.569193975,IV,Atlanta
D0346,"KY, Jefferson County [Urban core] [Central] One",0.503071514,IV,Atlanta
D0347,"KY-IN, Louisville/Jefferson County [Suburban]",0.503456137,IV,Atlanta
D0348,"KY, Edmonson County [Large rural]",0.526932474,IV,Atlanta
D0350,"KY, Elizabethtown [Urban core]",0.520003084,IV,Atlanta
D0351,"KY, Jefferson County [Urban core] [Central] Two",0.531595312,IV,Atlanta
D0352,"KY, Meade County [Urban core]",0.546813636,IV,Atlanta
D0353,"KY, Danville [Suburban]",0.550994476,IV,Atlanta
D0354,"KY, Lexington-Fayette--Richmond--Frankfort [Urban core]",0.556043375,IV,Atlanta
D0355,"KY, Lexington-Fayette--Richmond--Frankfort [Large rural]",0.524587596,IV,Atlanta
D0356,"KY, Mount Sterling [Suburban]",0.541126886,IV,Atlanta
D0357,"KY, Gallatin County [Urban core]",0.545994081,IV,Atlanta
D0358,"KY, Richmond-Berea [Suburban]",0.577079404,IV,Atlanta
D0359,"KY, Whitley County [Suburban]",0.587324382,IV,Atlanta
D0360,"KY, Laurel County [Suburban]",0.56142111,IV,Atlanta
D0361,"KY, Knox County [Large rural]",0.589498374,IV,Atlanta
D0362,"KY, Harlan County [Large rural]",0.618742742,IV,Atlanta
D0363,"KY, Middlesborough [Small town/rural]",0.573924562,IV,Atlanta
D0364,"KY, Letcher County [Small town/rural]",0.579635372,IV,Atlanta
D0365,"KY, Corbin [Small town/rural]",0.579515437,IV,Atlanta
D0366,"KY, Clay County [Large rural]",0.560365143,IV,Atlanta
D0367,"KY, Kenton County [Urban core]",0.537849553,IV,Atlanta
D0368,"OH-KY-IN, Cincinnati [Suburban]",0.569547235,IV,Atlanta
D0369,"KY, Fleming County [Large rural]",0.51615529,IV,Atlanta
D0370,"KY, Greenup County [Urban core]",0.542034381,IV,Atlanta
D0371,"KY, Carter County [Urban core]",0.567879274,IV,Atlanta
D0372,"KY, Lawrence County [Urban core]",0.577118422,IV,Atlanta
D0373,"KY, Floyd County [Small town/rural]",0.596728816,IV,Atlanta
D0374,"KY, Lexington-Fayette--Richmond--Frankfort [Small town/rural]",0.551822506,IV,Atlanta
D0375,"KY, Breathitt County [Large rural]",0.551367124,IV,Atlanta
D0376,"KY, Pike County [Large rural]",0.571273987,IV,Atlanta
D0377,"KY, Pike County [Small town/rural]",0.562497153,IV,Atlanta
D0378,"KY, Floyd County [Large rural]",0.591427479,IV,Atlanta
D0379,"KY, Perry County [Large rural]",0.579783192,IV,Atlanta
D0380,"KY, McCracken County [Suburban]",0.590513292,IV,Atlanta
D0381,"KY, Murray [Suburban]",0.567375368,IV,Atlanta
D0382,"KY, Ballard County [Suburban]",0.560999999,IV,Atlanta
D0383,"KY-IL, Paducah-Mayfield [Large rural]",0.521016623,IV,Atlanta
D0384,"KY, Bowling Green-Glasgow-Franklin [Urban core]",0.572362754,IV,Atlanta
D0385,"KY, Bowling Green-Glasgow-Franklin [Suburban]",0.568169339,IV,Atlanta
D0386,"SC, Greenville-Anderson-Greer [Suburban]",0.557359231,IV,Atlanta
D0387,"TN-KY, Clarksville [Suburban]",0.560315849,IV,Atlanta
D0388,"KY, Owensboro [Urban core]",0.546059613,IV,Atlanta
D0389,"KY, Butler County [Large rural]",0.518285478,IV,Atlanta
D0390,"KY, Owensboro [Large rural]",0.529611401,IV,Atlanta
D0391,"KY, Madisonville [Suburban]",0.551871173,IV,Atlanta
D0392,"KY, Henderson [Urban core]",0.560967371,IV,Atlanta
D0393,"KY, Henderson [Large rural]",0.580550314,IV,Atlanta
D0394,"KY, Somerset [Suburban]",0.581334337,IV,Atlanta
E0001,"OH, Chillicothe [Suburban]",0.527411641,V,Chicago
E0002,"OH, Franklin County [Urban core] [Central] One",0.52484993,V,Chicago
E0003,"OH, Springfield [Urban core]",0.542943064,V,Chicago
E0004,"IL, Cook County [Urban core] [Central] One",0.540677435,V,Chicago
E0005,"OH, Franklin County [Urban core] [Central] Two",0.527565331,V,Chicago
E0006,"OH, Union County [Urban core]",0.544412477,V,Chicago
E0007,"OH, Columbus [Suburban]",0.502866786,V,Chicago
E0008,"OH, Marion [Suburban]",0.502733625,V,Chicago
E0009,"OH, Lima-Van Wert-Celina [Urban core]",0.523314101,V,Chicago
E0010,"OH, Findlay-Tiffin [Suburban]",0.522397488,V,Chicago
E0011,"OH, Mansfield-Ashland-Bucyrus [Large rural]",0.517622191,V,Chicago
E0012,"OH, Lucas County [Urban core] [Central]",0.539035664,V,Chicago
E0013,"OH, Erie County [Suburban] [Central] One",0.575084214,V,Chicago
E0014,"OH, Cleveland-Akron-Canton [Urban core] [Central]",0.52570033,V,Chicago
E0015,"OH, Williams County [Large rural]",0.51181658,V,Chicago
E0016,"OH, Defiance [Suburban]",0.525528592,V,Chicago
E0017,"OH, Henry County [Large rural]",0.534309827,V,Chicago
E0018,"OH, Zanesville [Suburban]",0.516743698,V,Chicago
E0019,"OH, Cambridge [Suburban]",0.552916381,V,Chicago
E0020,"OH, Monroe County [Urban core]",0.563098307,V,Chicago
E0021,"OH, Belmont County [Urban core]",0.525899194,V,Chicago
E0022,"WV-OH, Parkersburg-Marietta-Vienna [Suburban]",0.551612158,V,Chicago
E0023,"OH, New Philadelphia-Dover [Suburban]",0.559508262,V,Chicago
E0024,"OH, Jefferson County [Urban core]",0.56242013,V,Chicago
E0025,"OH, Youngstown-Warren-Salem [Suburban]",0.564623231,V,Chicago
E0026,"OH, Lorain County [Urban core]",0.546843333,V,Chicago
E0027,"OH, Cleveland [Suburban]",0.551279977,V,Chicago
E0028,"OH, Cuyahoga County [Urban core]",0.535137542,V,Chicago
E0029,"OH, Geauga County [Urban core]",0.522278796,V,Chicago
E0030,"OH, Youngstown-Warren-Salem [Urban core]",0.545923551,V,Chicago
E0031,"OH, Portage County [Urban core]",0.519304775,V,Chicago
E0032,"OH, Summit County [Urban core]",0.560623701,V,Chicago
E0033,"OH, Wooster [Suburban]",0.565358738,V,Chicago
E0034,"OH, Medina County [Urban core]",0.566659743,V,Chicago
E0035,"OH, Canton-Massillon [Suburban]",0.583443096,V,Chicago
E0036,"OH, Canton-Massillon [Urban core]",0.575265102,V,Chicago
E0038,"OH, Mansfield-Ashland-Bucyrus [Urban core]",0.535470614,V,Chicago
E0039,"OH, Erie County [Suburban] [Central] Two",0.545248982,V,Chicago
E0040,"OH, Hamilton County [Urban core]",0.517460721,V,Chicago
E0041,"OH, Montgomery County [Urban core] [Central] One",0.541968389,V,Chicago
E0042,"OH, Montgomery County [Urban core] [Central] Two",0.534341232,V,Chicago
E0043,"OH, Brown County [Urban core]",0.516320486,V,Chicago
E0044,"OH, Wilmington [Suburban]",0.592419024,V,Chicago
E0045,"OH, Portsmouth [Small town/rural]",0.534861041,V,Chicago
E0046,"OH, Dayton-Springfield-Kettering [Suburban]",0.591474623,V,Chicago
E0047,"IN, Richmond-Connersville [Suburban]",0.557685147,V,Chicago
E0048,"OH, Gallipolis [Suburban]",0.594300822,V,Chicago
E0049,"OH, Portsmouth [Suburban]",0.543005839,V,Chicago
E0050,"OH, Athens [Suburban]",0.536369869,V,Chicago
E0051,"OH, Celina [Suburban]",0.586638328,V,Chicago
E0052,"OH, Lima [Large rural]",0.519561954,V,Chicago
E0053,"OH, Van Wert [Suburban]",0.503845214,V,Chicago
E0054,"OH, Wapakoneta [Large rural]",0.55175877,V,Chicago
E0055,"IN, Madison County [Urban core]",0.552020836,V,Chicago
E0056,"IN, Marion County [Urban core]",0.55275852,V,Chicago
E0057,"IN, Clinton County [Suburban]",0.566847172,V,Chicago
E0058,"IN, Indianapolis-Carmel-Muncie [Large rural]",0.558793746,V,Chicago
E0059,"IN, Greencastle [Urban core]",0.53218411,V,Chicago
E0060,"IN, Shelby County [Suburban]",0.568966891,V,Chicago
E0061,"IN, Lake County [Urban core] [Central] One",0.574337682,V,Chicago
E0062,"IN, Lake County [Urban core] [Central] Two",0.584153433,V,Chicago
E0063,"IN, Michigan City-La Porte [Urban core]",0.512143559,V,Chicago
E0064,"IN, Plymouth [Suburban]",0.579716008,V,Chicago
E0065,"IN-MI, South Bend-Mishawaka [Urban core]",0.543248837,V,Chicago
E0066,"IN, Warsaw [Suburban]",0.580394845,V,Chicago
E0067,"IN, Elkhart-Goshen [Urban core]",0.55348908,V,Chicago
E0068,"IN, Kendallville [Suburban]",0.564917858,V,Chicago
E0069,"IN, Angola [Suburban]",0.563557074,V,Chicago
E0071,"IN, Fort Wayne-Huntington-Auburn [Large rural]",0.555932955,V,Chicago
E0072,"IN, Fort Wayne-Huntington-Auburn [Urban core]",0.538616745,V,Chicago
E0073,"IN, Kokomo [Urban core]",0.563091476,V,Chicago
E0074,"IN, Tippecanoe County [Urban core]",0.56294097,V,Chicago
E0075,"IN, Wabash [Suburban]",0.564347394,V,Chicago
E0076,"IN, Dearborn County [Urban core]",0.561180671,V,Chicago
E0077,"IN, Franklin County [Urban core]",0.512061354,V,Chicago
E0078,"IN, Madison [Suburban]",0.578732231,V,Chicago
E0079,"IN, Clark County [Urban core]",0.552734811,V,Chicago
E0080,"IN, Columbus [Urban core]",0.547955677,V,Chicago
E0081,"IN, Bloomington-Bedford [Suburban]",0.502187037,V,Chicago
E0082,"IN, Muncie [Urban core]",0.569205055,V,Chicago
E0083,"IN, New Castle [Suburban]",0.525329237,V,Chicago
E0084,"IN, Monroe County [Urban core]",0.492660653,V,Chicago
E0085,"IN, Washington [Urban core]",0.563640067,V,Chicago
E0086,"IN, Terre Haute [Urban core]",0.571988737,V,Chicago
